#1.2
10100	50
NAME	DESCRIPTION	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
FETUB	na	43.57	34.95	40.7	22.32	25.32	38.24	14.79	17.98	16.48	26.07	21.2	30.87	16.07	33.42	24.0	19.74	37.13	40.34	21.98	50.17	27.84	26.1	23.7	43.38	28.11	16.67	37.74	28.35	37.78	31.54	16.54	16.8	25.72	26.82	14.45	30.32	22.38	23.62	28.56	25.57	16.14	40.29	42.68	23.61	48.4	43.01	26.66	22.43	41.56	46.77
MAN2B1	na	376.14	160.58	124.61	143.41	151.24	149.98	142.94	209.54	211.26	208.51	100.95	151.89	100.48	166.63	162.02	156.65	170.05	238.54	154.06	259.99	208.41	197.66	185.0	265.11	193.86	178.38	120.94	283.91	244.56	259.05	118.05	193.34	322.32	330.92	139.67	222.34	249.71	105.74	127.09	222.26	146.3	117.99	162.94	312.14	164.51	200.35	190.06	350.02	457.74	208.42
NF1	na	89.75	46.1	49.26	37.51	73.0	44.51	100.07	98.56	48.3	68.24	76.95	45.01	56.67	72.01	45.08	50.11	92.97	112.24	66.32	88.61	50.25	44.49	55.34	72.75	79.39	66.39	57.95	74.79	43.64	45.7	77.02	59.76	51.0	57.95	110.13	54.62	52.17	39.45	96.91	79.13	43.2	43.7	54.01	70.74	51.92	89.24	78.1	44.76	43.76	50.37
AKAP12	na	61.2	7.98	5.11	204.58	46.93	6.24	14.31	52.68	14.23	18.75	2.96	2.06	7.72	99.23	3.1	86.89	68.02	6.99	63.86	57.94	24.78	56.4	207.45	46.96	64.48	12.96	76.96	41.9	34.11	41.24	102.86	5.53	72.54	81.8	92.49	90.13	63.57	276.92	204.4	64.47	5.36	3.85	12.58	17.85	32.4	37.18	3.17	29.56	62.29	95.07
31311_at	na	16.73	5.95	7.13	11.61	4.84	4.03	8.85	3.9	3.04	3.71	1.93	4.28	3.69	6.4	4.41	7.92	6.85	4.02	2.68	4.95	5.13	5.79	4.64	3.59	10.79	4.45	3.58	4.66	6.23	6.92	3.69	3.21	5.63	11.15	1.92	5.73	9.13	1.72	7.95	7.51	5.11	6.72	10.29	7.2	5.83	4.24	4.76	4.92	7.56	11.3
DEFA4	na	32.93	28.63	20.97	22.02	27.81	29.69	27.47	26.54	29.26	37.76	29.49	28.01	25.92	26.82	13.12	20.27	27.91	42.91	26.28	24.77	26.28	29.76	33.57	28.43	19.2	26.59	25.95	13.72	36.89	25.61	22.19	31.4	25.39	13.03	20.46	26.11	24.83	26.25	24.99	35.36	42.56	28.43	34.47	28.56	15.85	44.73	30.74	37.43	34.63	26.28
PPAT	na	9.6	70.82	163.89	75.1	50.24	84.08	97.78	27.78	55.29	26.62	57.95	122.24	86.98	41.51	44.19	87.04	51.65	36.54	94.65	49.64	31.11	135.14	100.9	17.59	26.31	48.48	66.37	18.76	188.07	33.19	147.31	51.9	40.46	18.07	39.6	63.03	67.82	119.4	49.85	62.32	74.47	173.63	63.76	47.78	28.2	70.7	65.33	33.68	35.54	49.41
TMSB10	na	4215.99	2820.46	822.26	2572.61	3394.91	2434.7	2897.95	3214.42	3046.73	1588.97	3874.67	868.33	4477.24	1910.86	2917.85	1085.72	3036.35	808.61	3410.78	1149.9	1568.89	4981.86	4080.18	4269.95	2741.33	2225.12	1556.41	5182.96	2074.77	1343.39	2894.59	402.86	1607.17	3541.95	2254.75	4090.39	3913.45	2945.37	2825.25	1703.24	1256.55	1308.48	2498.9	1480.24	1600.52	1335.12	3628.15	1340.07	1531.38	2256.37
IDS	na	430.17	244.72	300.73	219.76	286.71	309.78	263.68	322.16	325.38	300.58	335.25	225.77	251.37	273.54	279.88	290.36	346.69	365.39	291.0	503.67	223.31	302.28	323.06	333.47	428.28	366.82	474.0	420.52	485.91	301.63	356.52	262.87	653.24	377.3	374.83	340.89	355.53	245.76	272.78	341.26	312.7	257.19	257.2	416.94	284.55	463.32	357.86	402.62	381.93	314.93
MYBPC3	na	63.37	20.85	45.17	29.13	35.2	45.48	14.75	41.14	38.65	30.72	20.41	24.29	29.98	16.49	39.16	25.45	31.3	21.84	30.4	47.49	21.22	52.1	45.18	42.97	68.42	32.57	27.06	39.21	46.98	67.22	31.6	13.99	53.62	57.05	44.42	26.75	25.97	26.69	25.66	28.73	41.79	22.8	31.41	44.41	22.81	19.27	57.44	32.84	21.71	33.81
PNLIP	na	15.79	3.61	11.48	6.32	6.67	6.1	4.91	13.08	9.91	12.6	9.22	14.84	5.38	12.66	8.29	15.44	10.62	2.95	10.72	15.22	9.88	8.13	7.34	4.53	6.84	8.12	3.74	13.24	26.07	6.54	4.91	7.92	12.4	8.97	8.17	2.4	2.6	2.53	9.5	9.04	8.42	11.46	7.21	16.59	10.91	17.94	12.3	11.39	14.37	19.22
NDUFB5	na	276.31	281.6	512.06	578.67	586.92	406.11	309.48	504.71	716.79	486.92	285.39	910.63	821.18	813.36	381.92	1301.7	517.55	425.42	597.84	697.64	546.24	238.57	513.62	137.27	241.53	663.35	681.29	366.47	319.25	411.56	326.53	1174.12	558.4	295.44	315.71	356.43	390.14	552.88	416.74	672.91	492.77	607.34	377.46	465.85	582.45	878.83	451.03	350.94	695.22	561.94
KLK6	na	97.05	82.59	63.6	1157.01	143.66	1417.41	469.08	142.44	120.36	123.29	4547.05	103.83	337.9	103.15	105.42	149.22	119.7	402.69	105.01	297.36	285.6	165.44	134.47	77.47	185.79	96.62	187.17	109.82	139.72	1002.77	859.41	85.48	91.43	155.55	128.25	126.57	108.25	1331.98	132.37	192.35	144.55	146.87	135.18	357.32	134.53	168.08	153.13	110.01	154.32	105.51
NDUFS1	na	87.99	184.38	277.64	176.36	321.93	113.31	251.03	228.73	165.62	237.94	192.81	250.17	280.6	419.47	104.59	345.95	213.4	192.31	314.42	132.89	157.07	89.73	151.51	221.64	254.33	181.8	266.11	196.17	243.83	116.17	264.98	217.04	109.13	174.43	262.25	211.33	97.13	210.79	352.44	293.57	194.19	245.18	348.53	156.22	210.63	317.92	175.74	263.82	251.52	200.32
PSMD13	na	77.3	115.94	306.12	249.38	141.59	210.64	110.48	193.88	142.64	86.32	137.87	272.07	147.13	76.13	140.46	80.31	174.89	145.76	203.72	116.03	116.14	167.59	158.21	153.89	217.08	224.78	191.35	165.83	184.48	117.82	213.23	98.06	205.69	113.05	149.74	119.86	110.19	222.76	288.71	87.05	84.43	305.41	199.89	106.85	145.44	223.33	152.58	147.09	140.72	155.25
31668_f_at	na	117.27	40.41	74.57	73.61	71.31	54.89	61.19	55.34	46.21	47.73	56.23	57.63	96.45	63.03	59.62	81.31	40.79	64.32	54.0	130.63	69.28	80.26	47.84	105.9	69.88	63.66	99.58	70.42	94.5	109.4	65.3	50.54	70.71	83.8	67.46	66.34	96.91	38.03	101.08	66.02	65.58	85.39	86.59	99.62	83.45	76.74	81.32	57.74	112.79	74.54
CMA1	na	47.97	41.75	25.04	26.07	36.6	32.72	43.72	30.78	38.84	41.07	28.34	39.63	29.13	39.04	28.78	36.54	33.67	27.94	34.86	62.95	31.12	23.65	28.33	36.36	43.86	21.9	28.02	12.97	44.59	36.45	33.17	35.04	26.96	63.57	33.28	38.69	28.99	25.19	40.18	50.81	49.31	39.92	27.52	49.96	24.22	56.96	55.02	45.17	35.63	46.07
SERTAD2	na	211.46	89.97	113.99	185.01	61.01	109.27	261.61	90.36	273.04	328.9	142.38	74.14	136.8	172.96	360.5	183.13	112.47	162.22	912.71	346.64	415.14	113.86	384.22	277.3	292.11	137.28	108.31	261.47	85.63	126.65	67.2	76.02	76.12	236.15	107.99	320.33	198.99	284.07	145.07	157.44	120.5	144.4	146.62	162.66	164.97	128.87	107.31	91.21	109.04	100.88
UCKL1	na	385.91	219.89	564.03	542.75	412.87	391.24	321.26	272.5	411.88	301.27	409.38	376.25	408.03	376.24	523.04	368.26	600.55	402.04	425.24	595.78	432.2	284.35	525.86	311.3	434.84	282.15	297.75	417.91	447.05	264.69	387.01	305.17	378.59	278.62	263.61	214.21	325.67	338.08	272.64	349.78	467.29	594.83	437.86	423.83	257.71	326.82	547.42	286.01	423.46	289.67
CPB1	na	25.53	24.83	30.81	10.8	14.1	9.98	12.17	24.94	22.25	14.04	16.91	20.3	19.15	6.87	14.85	29.85	9.3	28.37	9.74	31.72	33.06	17.27	30.05	25.6	13.6	18.45	12.39	37.84	21.01	18.76	19.39	12.45	13.88	17.89	25.13	7.04	17.01	12.58	18.22	9.23	19.63	16.94	13.79	23.72	17.23	35.89	14.48	27.38	10.39	19.82
PSCD1	na	101.22	134.29	218.51	160.25	210.52	75.64	172.97	119.29	134.29	179.72	149.73	124.02	156.51	79.43	125.87	81.79	167.23	118.3	174.27	133.86	133.24	133.01	123.15	72.31	139.77	107.72	107.83	69.55	81.05	58.97	191.8	122.93	118.35	154.37	141.72	120.04	260.81	127.85	148.56	128.83	120.04	644.78	180.27	115.03	90.96	284.24	207.62	68.35	59.01	128.87
FLJ90834	na	42.96	116.47	98.69	61.48	51.3	98.8	69.53	73.91	78.41	68.82	86.26	95.06	51.64	62.51	49.82	54.92	96.82	80.99	69.57	47.15	69.83	63.17	55.74	111.05	85.36	81.27	71.32	65.84	73.55	63.6	73.65	65.36	58.61	83.39	66.5	73.2	44.32	69.1	81.26	50.29	74.16	111.61	62.28	57.76	100.65	56.17	110.84	1042.63	73.92	43.01
TDG	na	70.06	106.74	362.13	197.41	152.15	202.59	116.33	118.47	84.81	143.11	169.61	221.67	250.03	116.91	81.34	57.33	156.32	167.41	158.12	155.59	90.1	69.93	164.11	105.42	131.05	104.91	90.26	80.88	88.52	82.88	225.65	258.54	143.22	64.83	136.85	95.64	131.49	208.79	179.35	88.51	380.49	341.98	238.33	114.15	165.72	65.76	120.19	143.32	120.28	123.81
CHRNB1	na	183.67	111.54	129.43	77.8	100.24	145.37	249.6	136.77	64.59	147.03	77.21	80.49	62.16	78.42	321.87	164.11	247.23	127.94	97.07	200.17	83.84	331.14	48.34	164.85	231.95	65.23	101.86	359.99	92.59	92.88	236.88	137.38	99.94	153.46	89.44	436.19	84.17	121.58	18.86	86.03	49.36	156.41	101.41	104.05	85.74	96.98	159.99	145.56	116.33	244.53
GP1BB	na	25.0	44.65	38.3	18.93	26.28	23.77	35.6	13.55	16.7	162.27	14.17	1027.89	8.33	19.69	12.09	20.61	27.88	12.74	155.89	14.85	55.08	24.63	13.23	95.5	39.78	77.92	25.28	27.55	87.7	116.64	10.75	69.44	113.66	108.9	10.48	13.84	18.31	14.63	10.33	23.19	25.42	32.68	25.23	13.6	102.74	21.59	75.58	18.59	11.9	12.05
GCKR	na	9.42	7.07	6.03	6.09	7.25	10.57	5.2	7.96	6.61	15.87	7.3	5.87	12.0	10.84	9.2	11.75	5.48	10.68	7.82	12.68	5.98	15.06	7.48	8.82	10.6	4.96	7.48	8.23	7.41	6.13	5.55	10.33	5.15	10.84	9.63	8.65	7.83	6.52	5.79	7.59	8.88	6.23	9.14	12.58	9.35	13.03	8.49	9.98	13.19	10.93
PRKRA	na	127.34	113.93	492.59	157.08	170.8	128.69	287.24	200.04	101.88	199.27	141.89	318.28	355.18	189.21	187.63	197.56	209.23	103.15	339.42	216.43	183.12	72.77	152.35	326.34	125.42	107.76	265.31	130.34	129.06	102.99	315.14	252.99	140.06	165.41	268.63	153.13	86.49	178.82	105.38	239.84	256.84	323.53	162.29	138.76	113.73	77.97	218.86	96.19	146.62	116.51
RING1	na	610.03	437.39	528.07	443.55	430.91	497.17	590.12	588.91	469.38	634.58	462.52	526.99	380.47	376.09	660.52	686.74	664.85	607.61	736.94	526.82	462.78	792.9	600.14	461.45	569.93	657.25	522.15	659.4	610.11	736.21	458.35	766.96	586.0	402.33	339.35	371.12	496.47	598.02	647.8	571.39	680.07	815.16	411.34	560.52	917.18	514.01	589.12	674.88	557.65	434.98
HOXB7	na	135.57	118.52	66.2	261.67	197.93	260.96	440.54	204.22	91.7	45.64	271.09	140.49	134.89	171.27	50.48	154.43	121.02	113.82	72.0	92.84	159.76	141.93	56.81	129.5	199.9	198.79	143.61	370.92	122.1	47.34	187.94	87.5	164.42	138.5	187.25	172.65	191.56	232.08	180.11	160.46	99.48	78.73	132.29	119.9	147.71	171.92	75.92	220.92	188.81	192.67
PRPF4	na	174.93	238.47	264.6	235.11	180.74	263.48	181.95	136.31	143.56	148.67	170.07	175.71	303.99	142.83	234.04	265.54	254.91	157.87	195.3	123.62	166.21	196.57	257.55	149.54	120.99	210.35	200.86	193.74	157.93	248.88	245.69	256.18	132.74	158.35	211.59	131.24	205.56	266.93	268.63	176.37	245.19	192.55	229.19	127.98	209.63	163.91	179.45	138.91	99.34	154.38
1416_g_at	na	19.1	9.85	6.44	3.86	10.48	12.05	12.94	5.5	13.73	15.96	8.59	5.31	14.54	7.11	14.26	8.78	10.64	11.0	5.3	10.59	9.5	19.31	14.42	9.54	14.64	16.71	5.81	18.48	18.53	9.43	9.05	13.15	8.43	14.41	7.31	14.15	8.51	8.91	7.44	7.63	5.16	5.88	11.13	11.67	14.86	6.36	12.17	7.2	8.89	18.28
PLK3	na	266.07	237.59	229.62	291.53	268.39	391.33	300.02	286.1	312.34	345.87	352.95	282.45	272.03	212.92	310.14	190.08	355.45	221.5	323.92	258.09	206.1	295.14	342.24	314.34	330.9	288.27	270.5	274.27	397.95	268.31	360.57	193.37	343.65	330.61	287.73	268.17	288.33	395.46	374.08	471.3	194.48	328.6	328.7	345.99	272.01	339.51	382.57	554.53	474.56	299.56
H1F0	na	144.83	394.76	87.01	336.74	158.69	84.1	141.06	75.37	164.69	242.06	255.12	51.87	122.01	121.16	137.6	188.35	196.25	205.54	288.39	263.55	178.43	203.22	148.24	60.69	212.16	44.55	50.73	146.82	109.78	56.02	389.81	212.96	105.7	52.72	154.39	88.96	36.97	500.07	168.98	152.91	160.27	183.27	73.97	123.99	52.51	166.41	133.12	86.15	76.97	63.23
PROZ	na	3.78	3.75	10.86	14.4	9.93	16.57	3.15	11.27	10.83	21.13	6.72	13.24	8.79	12.16	8.67	5.24	19.9	17.05	7.49	9.49	18.12	4.3	7.68	7.58	13.56	10.05	10.97	4.95	10.6	11.37	3.78	5.07	9.37	11.81	8.05	8.27	7.01	10.53	4.45	18.01	5.54	17.91	24.07	4.27	9.39	4.99	13.7	3.01	17.06	4.77
TUBB4	na	1632.43	1662.65	485.8	645.71	2007.45	1295.78	1022.14	1630.73	2030.2	2012.83	452.64	743.63	520.91	1308.75	1290.99	742.82	1411.91	613.81	4436.28	707.66	438.08	3003.69	1037.81	1686.6	1471.34	906.7	1318.36	1774.27	1640.15	3228.51	914.54	417.29	1454.25	1226.4	1111.51	3705.79	1681.09	860.19	1382.74	2003.07	309.67	204.42	963.68	818.23	815.79	1108.36	2958.46	1499.27	1418.63	1954.23
GTF2F1	na	267.54	271.22	249.8	345.76	282.72	358.94	362.31	240.27	313.05	241.01	258.71	365.05	414.61	259.55	218.29	346.53	282.35	338.44	350.92	331.72	308.25	401.44	481.04	211.34	298.02	335.79	373.24	251.66	330.15	324.65	345.58	327.27	379.01	457.57	351.45	390.93	398.99	325.78	362.9	236.22	237.53	270.99	302.24	419.61	320.99	418.97	315.72	367.91	352.65	211.79
1076_at	na	8.38	14.14	14.52	15.99	9.55	8.72	7.68	22.79	10.1	3.67	16.61	14.18	13.88	6.16	9.53	13.69	9.98	13.85	10.11	17.2	17.49	11.79	7.06	21.64	14.3	15.11	10.71	17.57	20.18	9.73	9.48	22.02	7.0	11.93	12.69	18.24	11.49	10.9	13.47	7.01	21.45	19.18	21.76	18.68	13.49	4.33	14.09	16.48	13.89	17.13
ADH1B	na	22.83	9.12	5.17	6.79	7.12	4.02	9.27	15.56	8.43	40.96	5.7	4.22	3.12	10.91	9.81	17.83	5.69	7.21	5.02	8.14	13.55	5.01	9.7	8.59	12.02	5.38	8.88	7.57	8.66	5.98	7.15	5.32	8.92	6.87	7.21	11.11	5.49	7.49	5.3	6.21	8.3	13.62	6.22	7.46	9.15	9.65	13.16	13.36	9.73	13.39
AFAP	na	30.23	256.81	11.0	72.98	159.99	111.38	71.87	284.02	125.62	753.7	92.08	36.53	39.73	93.07	505.86	124.75	66.01	445.58	52.7	266.18	155.52	106.47	209.91	197.18	349.06	198.42	123.12	227.13	401.39	152.9	48.77	34.48	306.22	84.71	186.29	83.26	155.73	86.4	185.39	108.96	103.75	63.61	119.95	132.46	262.46	90.39	21.26	52.19	108.19	250.79
XPNPEP1	na	111.59	73.73	161.14	141.34	127.07	197.39	140.49	59.77	127.15	90.8	124.84	81.57	174.49	189.26	116.54	162.74	138.63	133.69	170.65	72.3	66.78	88.71	126.48	87.47	108.07	150.96	137.03	126.84	119.17	115.66	155.0	92.35	156.92	81.51	97.82	128.04	132.52	175.4	111.53	120.74	108.02	149.71	99.75	81.46	149.51	140.53	126.51	112.07	117.08	129.11
EDG1	na	7.57	10.11	38.15	2.58	14.86	8.26	5.87	12.51	5.49	4.5	2.76	5.85	3.73	1.01	10.65	8.74	10.23	10.53	50.89	23.97	7.28	23.72	11.64	20.65	27.82	10.07	7.46	38.07	18.21	16.88	5.37	10.85	7.06	9.42	1.68	13.33	18.59	5.32	13.11	4.38	7.94	40.55	7.02	10.94	15.32	16.83	68.31	15.0	12.15	22.55
IDH1	na	96.56	216.96	164.94	457.17	581.51	780.68	527.57	696.86	387.25	377.88	591.8	642.07	717.43	606.78	147.54	313.79	221.01	1177.4	567.7	349.12	369.14	49.8	107.33	96.0	240.29	347.69	297.54	303.82	159.39	197.19	243.42	172.05	122.94	536.11	946.58	241.71	94.06	687.61	256.41	558.37	151.32	176.31	1089.41	431.88	283.11	884.61	185.49	367.37	373.25	193.88
EXTL3	na	371.33	485.74	366.29	483.94	419.14	320.44	351.78	398.93	351.29	758.84	353.69	335.14	459.11	416.92	518.92	587.09	662.14	467.12	392.26	574.2	420.98	374.73	489.6	549.01	681.5	512.34	411.03	355.54	583.88	666.54	421.98	392.3	974.26	419.08	529.57	480.99	513.4	619.54	616.32	581.86	343.88	499.7	476.38	428.14	739.03	519.65	475.09	397.69	618.41	704.08
GCN1L1	na	220.46	176.06	252.8	573.16	323.0	408.55	391.06	266.43	216.39	256.27	461.87	434.24	637.34	224.41	331.07	261.48	308.83	326.54	260.85	534.2	321.55	411.93	452.81	323.7	328.86	256.5	380.0	261.48	219.16	185.09	429.79	322.72	223.21	243.27	355.69	507.37	394.25	406.31	495.26	304.12	377.91	272.15	495.65	259.43	302.6	258.15	203.79	528.69	437.52	303.99
31572_at	na	27.33	44.37	40.98	29.66	27.27	32.08	32.41	55.77	18.16	33.21	24.42	31.93	25.68	18.17	31.22	36.19	33.74	22.52	9.24	21.62	28.87	58.78	37.51	27.03	57.68	18.13	29.21	37.57	70.8	27.3	39.33	28.97	14.99	44.82	62.22	47.8	40.72	10.81	54.96	41.69	28.87	19.37	34.69	60.52	41.31	65.55	49.82	21.59	52.49	35.96
PCAF	na	13.26	14.62	10.71	10.18	12.91	11.06	10.22	15.39	7.36	9.59	7.62	5.79	10.33	42.26	6.58	30.82	18.54	12.76	6.44	8.69	11.02	9.87	9.84	20.39	15.56	9.07	55.47	22.39	7.04	12.44	6.72	11.36	14.24	9.2	12.38	13.24	7.07	11.87	9.11	26.18	9.07	10.33	11.82	12.15	21.41	16.99	21.14	16.26	43.7	22.6
40888_f_at	na	840.03	939.02	522.71	376.2	316.27	499.71	253.08	475.3	344.28	565.97	251.38	448.61	287.29	360.7	569.77	510.9	465.04	469.82	483.41	1025.2	468.18	1051.05	564.93	689.15	604.07	441.03	316.57	798.45	741.72	375.74	305.96	446.06	498.55	288.2	332.31	643.05	634.94	162.69	455.56	318.8	747.98	699.75	384.5	517.39	325.19	547.46	646.93	798.15	958.27	744.21
CYP4F2	na	25.24	17.92	42.8	42.1	28.03	37.38	12.51	18.17	13.19	17.79	16.68	11.49	12.63	14.45	13.87	25.31	12.43	72.78	11.92	31.65	8.41	14.25	14.22	11.45	27.59	12.61	12.04	22.21	22.02	14.51	14.8	14.1	11.26	10.62	31.74	14.64	14.01	17.21	18.35	23.03	18.52	25.78	17.44	23.27	21.13	13.58	21.62	19.48	14.42	15.54
SMPD2	na	131.59	104.09	135.14	148.63	174.06	181.3	120.46	104.77	147.99	96.74	157.59	87.96	166.31	105.86	91.8	113.41	121.38	142.45	170.78	140.56	119.22	132.3	106.43	134.66	76.83	101.56	132.14	128.23	118.44	102.4	112.54	119.55	128.62	205.69	107.8	153.19	138.33	132.24	128.75	247.2	123.01	113.43	136.56	124.11	94.61	142.58	110.06	293.18	250.83	96.35
ERVWE1	na	21.13	6.08	16.12	7.17	11.19	17.11	15.86	17.87	6.76	19.53	6.73	17.38	3.11	16.78	18.72	15.68	14.21	27.21	6.08	25.45	7.34	23.84	16.3	15.3	7.95	10.74	12.87	27.97	12.76	14.35	11.06	12.02	13.28	12.71	9.54	16.53	5.82	7.59	7.39	5.65	9.45	6.45	10.25	23.43	6.0	21.34	17.31	21.2	5.68	12.23
MONDOA	na	199.49	65.61	149.09	337.54	116.25	251.24	227.32	185.44	182.58	111.01	173.86	261.46	347.28	160.04	179.56	198.57	153.62	118.93	145.26	124.83	177.81	204.16	186.7	219.8	118.25	140.75	344.01	124.05	107.14	197.38	248.67	107.8	219.29	393.84	217.85	258.2	165.31	217.69	264.9	227.77	150.2	155.61	236.14	84.72	128.11	186.13	151.5	134.55	267.8	194.54
AKAP9	na	30.95	36.46	89.9	41.35	63.2	64.79	145.28	80.28	75.7	44.36	122.86	113.94	82.55	97.04	79.43	55.07	96.84	304.82	181.16	75.72	56.04	27.69	79.09	67.92	75.91	53.84	140.35	29.91	119.74	72.2	141.75	68.24	69.96	77.23	88.74	67.2	40.2	71.61	66.23	118.75	223.44	179.55	95.46	118.65	30.77	74.17	100.85	63.04	51.22	78.89
PSEN2	na	53.78	69.91	26.05	80.14	130.85	71.76	81.52	61.5	160.84	70.58	82.63	70.33	59.45	212.23	106.14	80.86	77.4	84.6	139.01	51.56	72.21	49.74	101.21	57.23	113.46	75.11	115.23	69.07	99.07	68.02	117.91	146.53	82.61	98.41	144.84	87.26	82.81	75.14	20.04	206.37	56.41	32.83	100.34	36.38	72.13	199.19	180.85	346.38	176.96	73.05
RHEB	na	609.63	622.5	413.19	319.66	546.75	572.07	666.08	917.88	1872.59	668.69	1262.52	696.75	546.07	1213.51	881.68	873.93	663.05	178.95	695.76	382.09	441.73	565.18	657.25	707.65	891.02	704.31	924.13	556.15	700.58	613.54	713.07	263.92	466.98	878.22	485.05	766.34	781.42	490.55	480.81	1638.39	561.07	586.58	659.05	747.04	418.4	623.29	471.99	437.22	482.53	811.46
MTMR9	na	63.18	182.57	78.82	66.49	74.71	56.81	83.21	65.5	50.2	123.02	69.76	45.72	38.93	54.49	53.27	78.22	81.38	62.34	105.6	74.19	60.33	56.98	89.23	51.43	68.9	80.19	96.82	73.52	86.07	98.23	118.41	55.76	82.7	63.56	85.57	67.21	53.02	57.17	145.14	119.07	91.13	96.78	85.85	59.26	88.91	73.26	85.99	61.72	73.39	74.03
SPTLC2	na	6.02	5.71	16.53	15.07	28.05	13.96	7.86	23.12	6.92	21.54	49.84	14.78	11.63	7.31	7.29	17.71	7.7	21.91	12.97	29.21	25.93	21.67	21.84	28.71	45.03	16.29	7.78	23.04	19.61	7.23	21.6	55.55	18.21	9.43	43.71	24.31	10.86	10.71	25.64	10.8	15.45	12.62	9.3	11.06	18.54	31.38	7.82	30.69	10.29	19.24
BAIAP2	na	125.95	101.22	54.76	314.18	182.34	204.87	216.42	204.73	266.26	178.51	255.55	157.04	109.36	208.05	139.15	122.54	150.98	268.43	179.55	277.24	315.58	241.02	195.84	188.71	189.95	182.89	215.85	352.73	171.77	207.73	207.34	210.97	203.21	428.6	133.99	313.41	366.63	205.2	163.08	281.82	111.0	92.33	167.86	386.8	150.07	247.43	184.8	370.46	277.89	179.56
RBM9	na	56.84	96.81	15.6	66.03	137.1	91.09	109.68	156.41	76.45	329.86	52.8	13.36	76.94	134.55	101.37	50.19	76.5	85.66	103.67	31.5	81.04	81.09	87.06	82.5	108.88	127.78	53.4	77.6	66.4	97.33	81.48	57.16	117.88	66.01	51.19	123.67	131.38	88.46	86.02	74.94	49.49	13.58	62.65	85.6	74.59	78.26	35.02	45.92	130.92	124.61
HCK	na	16.71	14.79	22.41	13.17	17.46	13.93	17.0	24.41	14.76	23.06	7.9	21.67	16.5	17.17	14.51	25.73	21.88	24.2	10.82	55.61	15.43	13.38	12.77	25.96	16.34	13.06	9.95	27.94	20.31	18.18	10.75	14.8	7.6	26.33	9.99	15.31	17.42	16.11	11.14	16.96	23.78	18.84	25.68	21.41	18.05	30.71	255.45	22.79	16.69	17.43
KCNS1	na	8.99	22.21	19.31	13.25	17.59	10.83	15.0	11.88	11.16	23.55	5.63	9.66	9.79	9.83	12.99	4.53	19.7	21.41	9.38	13.62	11.8	14.98	4.8	26.44	31.77	10.94	14.36	46.13	8.37	13.57	5.93	13.65	9.58	14.06	8.37	6.07	8.67	9.92	13.66	9.7	13.23	8.06	4.54	6.03	5.08	14.45	6.1	16.34	31.94	11.29
PLA2G6	na	23.91	8.46	16.41	10.72	12.16	14.32	30.47	9.48	12.85	13.29	9.48	12.84	15.18	293.22	12.53	112.07	31.85	15.46	13.66	19.85	28.29	13.24	13.38	22.76	17.03	10.98	97.84	44.74	13.22	12.05	9.3	17.81	13.37	22.65	9.08	16.64	14.53	13.39	10.79	24.06	68.86	42.28	15.73	13.38	14.72	42.79	16.75	36.2	26.56	14.09
EN2	na	34.35	19.61	21.65	19.15	17.37	74.13	38.05	20.27	23.26	26.6	13.77	37.02	17.3	55.84	29.63	72.85	23.78	27.25	15.26	37.88	18.53	11.31	25.81	30.59	40.12	36.96	68.38	26.95	41.13	30.39	142.32	34.56	11.56	40.04	22.85	32.19	41.46	18.33	26.33	147.63	56.07	16.12	25.66	29.49	29.68	57.84	29.62	142.91	66.04	10.08
DLG1	na	35.09	21.2	28.34	27.03	18.71	22.99	33.77	27.47	39.9	41.24	17.65	21.57	17.26	25.34	36.09	15.06	22.42	17.18	79.93	25.37	32.64	17.81	19.73	23.54	73.84	22.34	33.67	65.75	27.39	18.8	30.74	37.22	36.69	30.21	12.69	48.09	28.72	22.9	22.97	20.68	48.73	28.02	19.61	20.75	33.17	5.84	13.73	18.78	16.73	45.28
SNAPC2	na	353.04	276.24	129.43	199.73	96.85	89.53	185.87	135.43	328.27	300.64	109.45	210.72	167.05	206.34	152.48	294.05	298.93	99.48	328.21	84.18	306.37	308.99	416.56	353.24	199.45	341.66	299.35	151.94	213.35	303.83	71.06	226.86	233.06	380.86	175.53	301.07	307.73	194.99	274.55	179.39	185.74	81.3	187.28	214.98	198.39	344.41	192.13	313.91	341.27	139.16
IGFBP1	na	46.84	29.3	26.22	39.94	44.36	39.04	12.21	47.27	61.75	68.53	15.09	24.22	20.47	27.99	127.64	32.68	24.07	29.05	22.48	33.61	23.73	24.32	15.43	211.31	70.24	25.12	18.02	72.97	29.72	22.73	451.25	26.5	15.61	33.0	505.06	24.29	25.54	14.55	29.66	36.54	24.17	31.85	29.5	24.8	9.51	31.68	30.89	25.29	17.33	28.23
